sequence_id,label,label_name,motif_combo,num_selected_motifs,SP2,ZBED4,EGR1,ELK3,TFDP1,ZNF131,split
test_positive_FP009035,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_2121,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3702,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP009513,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_13375,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3871,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP003591,1,positive,ZBED4,1,0,1,0,0,0,0,train
train_positive_FP006543,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_positive_FP002613,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP016567,1,positive,none,0,0,0,0,0,0,0,train
test_negative_12093,0,negative,TFDP1,1,0,0,0,0,1,0,train
train_negative_7915,0,negative,EGR1,1,0,0,1,0,0,0,train
test_positive_FP002136,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_negative_14696,0,negative,none,0,0,0,0,0,0,0,train
test_negative_15580,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_positive_FP005022,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_negative_4613,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP016513,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_13935,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002078,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP015703,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_6229,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011777,1,positive,none,0,0,0,0,0,0,0,train
test_negative_14722,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6089,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6378,0,negative,none,0,0,0,0,0,0,0,train
test_negative_4191,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_4708,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8838,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7576,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_12988,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5132,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_15530,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13573,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP002282,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_12493,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_3189,0,negative,none,0,0,0,0,0,0,0,train
test_negative_16156,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3392,0,negative,none,0,0,0,0,0,0,0,train
test_negative_6057,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15781,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2313,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP012424,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP017337,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_14876,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9877,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_negative_12731,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13654,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1612,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13992,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12502,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP006872,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP014771,1,positive,none,0,0,0,0,0,0,0,train
train_negative_16180,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7432,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011873,1,positive,none,0,0,0,0,0,0,0,train
test_negative_9044,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP004392,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11033,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5406,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP012681,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP007726,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP018729,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_14984,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP003016,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_1290,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9783,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_8905,0,negative,none,0,0,0,0,0,0,0,train
test_negative_16224,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_1699,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP000268,1,positive,none,0,0,0,0,0,0,0,train
test_negative_4100,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP015220,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP015375,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP017151,1,positive,none,0,0,0,0,0,0,0,train
train_negative_13154,0,negative,none,0,0,0,0,0,0,0,train
test_negative_15240,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_1448,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15284,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP015326,1,positive,none,0,0,0,0,0,0,0,train
train_negative_11426,0,negative,ZNF131,1,0,0,0,0,0,1,train
train_positive_FP015109,1,positive,none,0,0,0,0,0,0,0,train
train_negative_14779,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_negative_2415,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7329,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP000834,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP002191,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP005195,1,positive,ELK3,1,0,0,0,1,0,0,train
train_negative_7229,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP005740,1,positive,ZNF131,1,0,0,0,0,0,1,train
test_negative_9522,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP010322,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_negative_5862,0,negative,ELK3,1,0,0,0,1,0,0,train
test_negative_1659,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_14019,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011734,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_13796,0,negative,none,0,0,0,0,0,0,0,train
test_negative_4220,0,negative,none,0,0,0,0,0,0,0,train
test_negative_1889,0,negative,none,0,0,0,0,0,0,0,train
train_negative_58,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16291,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_11016,0,negative,EGR1,1,0,0,1,0,0,0,train
test_positive_FP018066,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP016581,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_11377,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP019650,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_4552,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12763,0,negative,none,0,0,0,0,0,0,0,train
train_negative_10219,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_11950,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011147,1,positive,ELK3,1,0,0,0,1,0,0,train
train_positive_FP007156,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_1696,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP014857,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP018420,1,positive,none,0,0,0,0,0,0,0,train
train_negative_1103,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP005815,1,positive,none,0,0,0,0,0,0,0,train
train_negative_12674,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5101,0,negative,none,0,0,0,0,0,0,0,train
test_negative_10676,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_negative_14108,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010259,1,positive,SP2+ZBED4,2,1,1,0,0,0,0,train
train_positive_FP014991,1,positive,none,0,0,0,0,0,0,0,train
test_negative_5712,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_2449,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4005,0,negative,none,0,0,0,0,0,0,0,train
test_negative_16014,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP006783,1,positive,ZBED4,1,0,1,0,0,0,0,train
train_negative_11001,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP000686,1,positive,SP2,1,1,0,0,0,0,0,train
test_negative_1087,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11641,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11598,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6181,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3732,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13862,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12911,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP010178,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_13551,0,negative,none,0,0,0,0,0,0,0,train
test_negative_398,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011417,1,positive,none,0,0,0,0,0,0,0,train
train_negative_7678,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP017485,1,positive,none,0,0,0,0,0,0,0,train
train_negative_16278,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5600,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12656,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP016206,1,positive,none,0,0,0,0,0,0,0,train
train_negative_1956,0,negative,none,0,0,0,0,0,0,0,train
test_negative_9611,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_10961,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_13793,0,negative,none,0,0,0,0,0,0,0,train
test_negative_2882,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011170,1,positive,EGR1,1,0,0,1,0,0,0,train
test_negative_11816,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001542,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_13782,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5553,0,negative,SP2,1,1,0,0,0,0,0,train
test_positive_FP009520,1,positive,none,0,0,0,0,0,0,0,train
train_negative_9141,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP004605,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP004028,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_14838,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15291,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP001280,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP011690,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_11795,0,negative,none,0,0,0,0,0,0,0,train
train_negative_16004,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9400,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_15293,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP007481,1,positive,ELK3,1,0,0,0,1,0,0,train
test_negative_2086,0,negative,none,0,0,0,0,0,0,0,train
train_negative_9751,0,negative,none,0,0,0,0,0,0,0,train
test_negative_1152,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001001,1,positive,none,0,0,0,0,0,0,0,train
train_negative_9097,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5196,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2129,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP003374,1,positive,EGR1,1,0,0,1,0,0,0,train
test_negative_14129,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP007862,1,positive,none,0,0,0,0,0,0,0,train
train_negative_1477,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001140,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_10018,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP011506,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP006271,1,positive,none,0,0,0,0,0,0,0,train
train_negative_14476,0,negative,none,0,0,0,0,0,0,0,train
test_negative_6702,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2560,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14366,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP007447,1,positive,ZBED4,1,0,1,0,0,0,0,train
train_positive_FP009577,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_negative_7684,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP010612,1,positive,SP2,1,1,0,0,0,0,0,train
test_negative_8852,0,negative,none,0,0,0,0,0,0,0,train
test_negative_1705,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_2727,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP007248,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_236,0,negative,ZBED4,1,0,1,0,0,0,0,train
test_positive_FP001863,1,positive,none,0,0,0,0,0,0,0,train
train_negative_2399,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6265,0,negative,none,0,0,0,0,0,0,0,train
test_negative_11503,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_positive_FP018124,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_1495,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12592,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6446,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5550,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP015272,1,positive,EGR1,1,0,0,1,0,0,0,train
train_negative_2893,0,negative,none,0,0,0,0,0,0,0,train
train_negative_5190,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4319,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2866,0,negative,none,0,0,0,0,0,0,0,train
train_negative_10585,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP017736,1,positive,none,0,0,0,0,0,0,0,train
test_negative_13366,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP000924,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP012788,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_negative_14139,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15903,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7896,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP009740,1,positive,ZNF131,1,0,0,0,0,0,1,train
train_negative_5777,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP011162,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_16308,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP016059,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_13362,0,negative,none,0,0,0,0,0,0,0,train
test_negative_9233,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001524,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP003031,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP009984,1,positive,SP2,1,1,0,0,0,0,0,train
test_negative_11975,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11411,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_14359,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11662,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP015094,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP010169,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP010951,1,positive,none,0,0,0,0,0,0,0,train
test_negative_8873,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6645,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3949,0,negative,none,0,0,0,0,0,0,0,train
train_negative_14391,0,negative,TFDP1,1,0,0,0,0,1,0,train
train_positive_FP007443,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_positive_FP000509,1,positive,ZNF131,1,0,0,0,0,0,1,train
test_negative_12718,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5007,0,negative,SP2,1,1,0,0,0,0,0,train
test_negative_6735,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6024,0,negative,none,0,0,0,0,0,0,0,train
test_negative_5999,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP001850,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
test_negative_10127,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP013267,1,positive,none,0,0,0,0,0,0,0,train
train_negative_15144,0,negative,EGR1,1,0,0,1,0,0,0,train
test_positive_FP004585,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP000609,1,positive,EGR1,1,0,0,1,0,0,0,train
train_negative_12485,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_positive_FP013811,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP007491,1,positive,SP2,1,1,0,0,0,0,0,train
test_negative_13652,0,negative,none,0,0,0,0,0,0,0,train
test_negative_177,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6281,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3907,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001741,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_1365,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2846,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12188,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3053,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP009967,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP012195,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_6469,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_5973,0,negative,none,0,0,0,0,0,0,0,train
train_negative_874,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6356,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2156,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6929,0,negative,none,0,0,0,0,0,0,0,train
test_negative_3617,0,negative,none,0,0,0,0,0,0,0,train
test_negative_8064,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_4717,0,negative,none,0,0,0,0,0,0,0,train
test_negative_16289,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_2509,0,negative,none,0,0,0,0,0,0,0,train
test_negative_465,0,negative,none,0,0,0,0,0,0,0,train
test_negative_12263,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4932,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7112,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15507,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7326,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP006119,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_3477,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP009927,1,positive,none,0,0,0,0,0,0,0,train
test_negative_4643,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP002048,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP006581,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_11842,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP004743,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_positive_FP011716,1,positive,none,0,0,0,0,0,0,0,train
train_negative_349,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_7868,0,negative,EGR1,1,0,0,1,0,0,0,train
train_positive_FP010139,1,positive,ELK3,1,0,0,0,1,0,0,train
train_positive_FP002910,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_10151,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP019158,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
train_negative_12076,0,negative,none,0,0,0,0,0,0,0,train
train_negative_15199,0,negative,ZNF131,1,0,0,0,0,0,1,train
test_positive_FP003346,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_positive_FP004722,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_146,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4331,0,negative,none,0,0,0,0,0,0,0,train
test_negative_13034,0,negative,none,0,0,0,0,0,0,0,train
train_negative_10635,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_5820,0,negative,ZBED4,1,0,1,0,0,0,0,train
train_negative_2186,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4116,0,negative,SP2,1,1,0,0,0,0,0,train
train_positive_FP005575,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP003348,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP005011,1,positive,none,0,0,0,0,0,0,0,train
test_positive_FP011677,1,positive,none,0,0,0,0,0,0,0,train
test_negative_7600,0,negative,none,0,0,0,0,0,0,0,train
train_negative_4487,0,negative,none,0,0,0,0,0,0,0,train
test_negative_14710,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP003785,1,positive,SP2,1,1,0,0,0,0,0,train
train_negative_12883,0,negative,none,0,0,0,0,0,0,0,train
train_negative_7705,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP001045,1,positive,none,0,0,0,0,0,0,0,train
train_negative_7419,0,negative,none,0,0,0,0,0,0,0,train
train_negative_137,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8704,0,negative,ZBED4,1,0,1,0,0,0,0,train
test_positive_FP013663,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_9736,0,negative,EGR1,1,0,0,1,0,0,0,train
train_negative_15602,0,negative,none,0,0,0,0,0,0,0,train
train_negative_2892,0,negative,none,0,0,0,0,0,0,0,train
test_negative_9629,0,negative,none,0,0,0,0,0,0,0,train
train_negative_13245,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP017175,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP013638,1,positive,EGR1+SP2+ZBED4+ZNF131,4,1,1,1,0,0,1,train
test_negative_16262,0,negative,SP2,1,1,0,0,0,0,0,train
train_negative_4804,0,negative,none,0,0,0,0,0,0,0,train
test_positive_FP003957,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP011462,1,positive,SP2,1,1,0,0,0,0,0,train
train_positive_FP015172,1,positive,ELK3,1,0,0,0,1,0,0,train
train_negative_8013,0,negative,none,0,0,0,0,0,0,0,train
test_negative_2921,0,negative,none,0,0,0,0,0,0,0,train
train_negative_12058,0,negative,none,0,0,0,0,0,0,0,train
train_negative_8915,0,negative,none,0,0,0,0,0,0,0,train
train_negative_11585,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP004669,1,positive,none,0,0,0,0,0,0,0,train
train_positive_FP012220,1,positive,none,0,0,0,0,0,0,0,train
train_negative_13004,0,negative,EGR1,1,0,0,1,0,0,0,train
test_negative_12980,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3212,0,negative,none,0,0,0,0,0,0,0,train
train_negative_81,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3361,0,negative,none,0,0,0,0,0,0,0,train
train_negative_6656,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP019522,1,positive,none,0,0,0,0,0,0,0,train
train_negative_14045,0,negative,none,0,0,0,0,0,0,0,train
test_negative_326,0,negative,none,0,0,0,0,0,0,0,train
train_negative_1992,0,negative,EGR1,1,0,0,1,0,0,0,train
test_negative_960,0,negative,none,0,0,0,0,0,0,0,train
train_positive_FP019740,1,positive,SP2+ZBED4+ZNF131,3,1,1,0,0,0,1,train
train_negative_12622,0,negative,none,0,0,0,0,0,0,0,train
train_negative_3432,0,negative,none,0,0,0,0,0,0,0,train
test_negative_16363,0,negative,none,0,0,0,0,0,0,0,train
