species,genus,family,order,class,phylum,kingdom,superkingdom,species_str,has_sequence,split
1705394,655184,0,0,1236,1224,0,2,1705394,True,id_novel_genus
1711,1707,85016,85006,1760,201174,0,2,1711,True,train
1712261,1742974,2813035,356,28211,1224,0,2,1712261,True,train
1712410,2651578,186807,186802,186801,1239,0,2,1712410,True,id_novel_genus
171437,171436,2066434,204441,28211,1224,0,2,171437,True,train
1714860,290174,49546,200644,117743,976,0,2,1714860,True,ood_novel_family
1715691,2211635,31989,204455,28211,1224,0,2,1715691,True,train
171695,241192,3031464,188710,67799,200940,0,2,171695,True,ood_novel_family
1717717,2060722,1573805,1970189,200643,976,0,2,1717717,True,train
172,171,170,1643688,203692,203691,0,2,172,True,train
1720083,2767874,33958,186826,91061,1239,0,2,1720083,True,train
1731,1481960,186804,186802,186801,1239,0,2,1731,True,train
1734049,1890059,31979,186802,186801,1239,0,2,1734049,True,id_novel_genus
173480,173479,219687,219686,219685,142182,0,2,173480,True,ood_novel_family
1735038,1911577,75787,206389,28216,1224,0,2,1735038,True,train
1736674,2861660,49546,200644,117743,976,0,2,1736674,True,ood_novel_family
1737490,2036021,1706371,1706369,1236,1224,0,2,1737490,True,train
1740262,1172191,72275,135622,1236,1224,0,2,1740262,True,id_novel_genus
1745854,99,335928,356,28211,1224,0,2,1745854,True,train
174633,380738,1127830,1127829,2517206,203682,0,2,174633,True,train
1748,1912215,31957,85009,1760,201174,0,2,1748,True,train
1750598,1769732,0,0,28221,0,0,2,1750598,True,train
1750719,1649,186818,1385,91061,1239,0,2,1750719,True,train
1751046,2808942,2808923,206389,28216,1224,0,2,1751046,True,train
1752063,1190,1892263,1161,3028117,1117,0,2,1752063,True,train
1755811,2042066,641,135623,1236,1224,0,2,1755811,True,train
1758689,265976,2805590,85006,1760,201174,0,2,1758689,True,train
1759059,2892997,69657,2800060,28211,1224,0,2,1759059,True,id_novel_genus
1760988,1760987,403,135618,1236,1224,0,2,1760988,True,train
1761012,2840454,186807,186802,186801,1239,0,2,1761012,True,train
1761453,1287916,49546,200644,117743,976,0,2,1761453,True,ood_novel_family
1763535,47420,80864,80840,28216,1224,0,2,1763535,True,train
1763536,1518149,267889,135622,1236,1224,0,2,1763536,True,id_novel_genus
1763828,1763827,41297,204457,28211,1224,0,2,1763828,True,train
1768242,318147,0,80840,28216,1224,0,2,1768242,True,train
1771309,404432,28256,135619,1236,1224,0,2,1771309,True,train
1773,1763,1762,85007,1760,201174,0,2,1773,True,train
1773489,1866954,2844866,204441,28211,1224,0,2,1773489,True,train
1774273,52959,49546,200644,117743,976,0,2,1774273,True,ood_novel_family
1776384,1926556,543314,186802,186801,1239,0,2,1776384,True,id_novel_genus
177758,1643951,188709,2419,188708,200918,0,2,177758,True,train
1778262,1906657,543,91347,1236,1224,0,2,1778262,True,train
1778263,1906659,543,91347,1236,1224,0,2,1778263,True,train
1778264,1906660,543,91347,1236,1224,0,2,1778264,True,train
178339,2740557,2049,2037,1760,201174,0,2,178339,True,id_novel_genus
1784714,2173039,2896860,768507,768503,976,0,2,1784714,True,id_novel_genus
178899,178898,543347,186802,186801,1239,0,2,178899,True,train
1790137,1518147,49546,200644,117743,976,0,2,1790137,True,ood_novel_family
1795630,447237,85023,85006,1760,201174,0,2,1795630,True,train
179636,201096,80864,80840,28216,1224,0,2,179636,True,train
1796616,572511,186803,186802,186801,1239,0,2,1796616,True,id_novel_genus
1796620,1918385,216572,186802,186801,1239,0,2,1796620,True,train
1796635,1918536,128827,526525,526524,1239,0,2,1796635,True,train
1796646,1918540,2005473,171549,200643,976,0,2,1796646,True,train
1796652,1918598,995019,80840,28216,1224,0,2,1796652,True,train
1796921,2028344,134623,415000,414999,74201,0,2,1796921,True,train
1798205,655352,655351,356,28211,1224,0,2,1798205,True,train
180,179,189779,189778,203693,40117,0,2,180,True,train
1802984,1802983,1328881,766,28211,1224,0,2,1802984,True,id_novel_genus
1803846,1209327,49546,200644,117743,976,0,2,1803846,True,ood_novel_family
1804990,337004,85023,85006,1760,201174,0,2,1804990,True,train
1806508,1988031,0,0,1382928,200795,0,2,1806508,True,train
1808979,1808977,403,135618,1236,1224,0,2,1808979,True,id_novel_genus
1809410,303379,75682,80840,28216,1224,0,2,1809410,True,id_novel_genus
1810504,1934947,1934946,1934945,1236,1224,0,2,1810504,True,train
1811807,1860077,449719,135613,1236,1224,0,2,1811807,True,train
1813451,2853332,82115,356,28211,1224,0,2,1813451,True,train
1813871,1874621,563835,1853229,1853228,976,0,2,1813871,True,ood_novel_family
1813880,99479,85021,85006,1760,201174,0,2,1813880,True,id_novel_genus
181487,2529408,2049,2037,1760,201174,0,2,181487,True,train
181663,2904716,2904715,213118,3024418,200940,0,2,181663,True,train
1817405,1955413,90964,1385,91061,1239,0,2,1817405,True,train
1821621,48075,135620,135619,1236,1224,0,2,1821621,True,train
1821960,635,1903412,91347,1236,1224,0,2,1821960,True,id_novel_genus
182210,2035811,194924,213115,3031449,200940,0,2,182210,True,train
182262,261825,72275,135622,1236,1224,0,2,182262,True,train
182640,182639,2726069,85009,1760,201174,0,2,182640,True,train
1826607,1955420,31989,204455,28211,1224,0,2,1826607,True,train
182710,182709,186817,1385,91061,1239,0,2,182710,True,id_novel_genus
1836,1835,2070,85010,1760,201174,0,2,1836,True,id_novel_genus
1836467,252356,49546,200644,117743,976,0,2,1836467,True,ood_novel_family
1838286,1961799,134623,415000,414999,74201,0,2,1838286,True,train
1839801,670486,0,0,301297,200795,0,2,1839801,True,id_novel_genus
184064,227388,227387,68295,186801,1239,0,2,184064,True,train
1842540,378210,2008793,32003,28216,1224,0,2,1842540,True,train
1844971,281915,80864,80840,28216,1224,0,2,1844971,True,id_novel_genus
184914,83461,31,29,32015,2818505,0,2,184914,True,train
184917,2910984,194924,213115,3031449,200940,0,2,184917,True,train
185007,46205,186803,186802,186801,1239,0,2,185007,True,id_novel_genus
1850238,1649486,41297,204457,28211,1224,0,2,1850238,True,train
1850246,2700084,49546,200644,117743,976,0,2,1850246,True,ood_novel_family
1850252,104267,49546,200644,117743,976,0,2,1850252,True,ood_novel_family
1850254,2321187,2808963,213849,3031852,29547,0,2,1850254,True,train
1851148,2690160,2483367,2483366,666505,203682,0,2,1851148,True,train
1851514,2726810,543,91347,1236,1224,0,2,1851514,True,id_novel_genus
1852,1851,2070,85010,1760,201174,0,2,1852,True,id_novel_genus
1852022,1915401,69277,356,28211,1224,0,2,1852022,True,train
1852373,1161127,1570339,1737405,1737404,1239,0,2,1852373,True,train
1852374,1582879,0,0,1737404,1239,0,2,1852374,True,id_novel_genus
1852381,1980697,995019,80840,28216,1224,0,2,1852381,True,id_novel_genus
185300,346096,2005523,171549,200643,976,0,2,185300,True,train
1853278,482,481,206351,28216,1224,0,2,1853278,True,id_novel_genus
1855912,2004797,2211325,2910145,1813735,57723,0,2,1855912,True,train
1859475,1930830,1300,186826,91061,1239,0,2,1859475,True,train
1861,1860,85030,1643682,1760,201174,0,2,1861,True,train
186189,186188,85017,85006,1760,201174,0,2,186189,True,id_novel_genus
186192,186191,188786,68933,188787,1297,0,2,186192,True,train
1862145,390876,2844864,204441,28211,1224,0,2,1862145,True,train
1863,1862,85018,85006,1760,201174,0,2,1863,True,id_novel_genus
186490,198346,0,0,1236,1224,0,2,186490,True,train
1866,1865,28056,85008,1760,201174,0,2,1866,True,train
1866326,2038635,255474,255473,28211,1224,0,2,1866326,True,id_novel_genus
1867719,28100,69277,356,28211,1224,0,2,1867719,True,id_novel_genus
1868589,1632780,2843305,356,28211,1224,0,2,1868589,True,train
1870985,2005386,1643826,1643822,84998,201174,0,2,1870985,True,train
187101,168808,1129771,203491,203490,32066,0,2,187101,True,train
1871025,1930845,0,0,0,1239,0,2,1871025,True,train
1871034,2919589,31957,85009,1760,201174,0,2,1871034,True,id_novel_genus
187137,208447,188786,68933,188787,1297,0,2,187137,True,train
187145,187144,1962854,1962852,1962850,1930617,0,2,187145,True,ood_novel_family
187493,187492,135620,135619,1236,1224,0,2,187493,True,id_novel_genus
1878942,1927833,1903411,91347,1236,1224,0,2,1878942,True,train
1882682,186650,119045,356,28211,1224,0,2,1882682,True,train
1882918,1882917,49,3031712,0,2818505,0,2,1882918,True,train
1883414,1897649,28256,135619,1236,1224,0,2,1883414,True,id_novel_genus
1884634,2039639,2162846,2039638,1760,201174,0,2,1884634,True,train
1884914,622681,2162846,2039638,1760,201174,0,2,1884914,True,train
188913,180162,203492,203491,203490,32066,0,2,188913,True,id_novel_genus
1891207,2014233,641,135623,1236,1224,0,2,1891207,True,train
1891644,2078948,85033,2495578,1760,201174,0,2,1891644,True,ood_novel_family
1891926,1936111,126,112,203683,203682,0,2,1891926,True,train
189381,2837508,186817,1385,91061,1239,0,2,189381,True,train
1894999,212791,0,356,28211,1224,0,2,1894999,True,id_novel_genus
1896196,1111,335929,204457,28211,1224,0,2,1896196,True,id_novel_genus
1898042,258255,2821832,356,28211,1224,0,2,1898042,True,train
19,2812025,2812024,69541,3031651,200940,0,2,19,True,train
1903694,225143,84642,135624,1236,1224,0,2,1903694,True,train
1903704,432330,186823,1385,91061,1239,0,2,1903704,True,id_novel_genus
1906741,885864,1499392,206351,28216,1224,0,2,1906741,True,train
1906744,1960084,712,135625,1236,1224,0,2,1906744,True,train
1907662,1926677,1643826,1643822,84998,201174,0,2,1907662,True,train
1908198,51366,641,135623,1236,1224,0,2,1908198,True,id_novel_genus
1911586,191769,186828,186826,91061,1239,0,2,1911586,True,train
1912795,2767318,2049,2037,1760,201174,0,2,1912795,True,train
1913578,1434046,41297,204457,28211,1224,0,2,1913578,True,train
1914471,1938335,2008790,32003,28216,1224,0,2,1914471,True,train
191495,191494,320583,588673,1497346,201174,0,2,191495,True,train
1915078,285107,31989,204455,28211,1224,0,2,1915078,True,id_novel_genus
1915309,2024975,2024974,2024973,1553900,3018035,0,2,1915309,True,train
191579,332102,1853230,200644,117743,976,0,2,191579,True,train
1917421,2025617,224372,135619,1236,1224,0,2,1917421,True,ood_novel_family
1917485,60136,2854170,204455,28211,1224,0,2,1917485,True,train
192073,22,267890,135622,1236,1224,0,2,192073,True,ood_novel_family
1920883,1759396,31989,204455,28211,1224,0,2,1920883,True,train
1921086,377315,580372,580371,580370,1224,0,2,1921086,True,train
1921510,2685927,41297,204457,28211,1224,0,2,1921510,True,train
1925548,2045213,0,54526,28211,1224,0,2,1925548,True,train
1926868,3051138,80864,80840,28216,1224,0,2,1926868,True,train
1927128,188143,641,135623,1236,1224,0,2,1927128,True,id_novel_genus
192843,28065,80864,80840,28216,1224,0,2,192843,True,train
1930071,2093783,1843490,909929,909932,1239,0,2,1930071,True,train
1930273,1579505,2691357,2691354,203683,203682,0,2,1930273,True,id_novel_genus
1930274,1579506,2691357,2691354,203683,203682,0,2,1930274,True,train
1930276,2862451,2691359,2691354,203683,203682,0,2,1930276,True,ood_novel_family
1930277,2795779,2691357,2691354,203683,203682,0,2,1930277,True,train
1930593,2789201,0,0,0,67812,0,2,1930593,True,id_novel_genus
1933880,1742989,1268,85006,1760,201174,0,2,1933880,True,train
1935379,55968,85023,85006,1760,201174,0,2,1935379,True,train
1936003,2690159,2690158,2483366,666505,203682,0,2,1936003,True,train
1936021,2033601,188711,188710,67799,200940,0,2,1936021,True,train
1936081,1649495,49546,200644,117743,976,0,2,1936081,True,ood_novel_family
1938604,187,1499392,206351,28216,1224,0,2,1938604,True,train
1940612,152267,506,80840,28216,1224,0,2,1940612,True,train
1940790,2483368,2483367,2483366,666505,203682,0,2,1940790,True,train
194196,194195,481,206351,28216,1224,0,2,194196,True,train
1943633,983507,2854170,204455,28211,1224,0,2,1943633,True,id_novel_genus
1944646,1981050,1643826,1643822,84998,201174,0,2,1944646,True,id_novel_genus
195105,366614,31989,204455,28211,1224,0,2,195105,True,train
195913,245186,2854170,204455,28211,1224,0,2,195913,True,train
1962974,44675,574976,574975,533205,57723,0,2,1962974,True,train
1967665,2848171,267889,135622,1236,1224,0,2,1967665,True,train
1968839,1649506,563835,1853229,1853228,976,0,2,1968839,True,ood_novel_family
1969806,2603324,433,204441,28211,1224,0,2,1969806,True,train
1969821,1648508,82115,356,28211,1224,0,2,1969821,True,train
197,194,72294,213849,3031852,29547,0,2,197,True,train
197162,53572,191394,191393,68337,200930,0,2,197162,True,train
1972068,2034504,1096778,135613,1236,1224,0,2,1972068,True,train
1972134,204619,0,0,1236,1224,0,2,1972134,True,train
197482,2321114,2808963,213849,3031852,29547,0,2,197482,True,id_novel_genus
1981510,2039302,216572,186802,186801,1239,0,2,1981510,True,train
198252,198251,1655514,54526,28211,1224,0,2,198252,True,train
1982626,2678885,128827,526525,526524,1239,0,2,1982626,True,id_novel_genus
1986204,2019482,292628,292629,292625,200795,0,2,1986204,True,train
1987921,1177214,543,91347,1236,1224,0,2,1987921,True,train
199441,2893056,186817,1385,91061,1239,0,2,199441,True,train
199596,120652,45404,356,28211,1224,0,2,199596,True,train
2001,2000,2004,85012,1760,201174,0,2,2001,True,train
2003188,2082587,1643824,84999,84998,201174,0,2,2003188,True,train
2005460,268175,1890464,1118,3028117,1117,0,2,2005460,True,train
2006,147067,2004,85012,1760,201174,0,2,2006,True,train
2006110,83614,32033,135614,1236,1224,0,2,2006110,True,train
2010829,2707020,1775411,135614,1236,1224,0,2,2010829,True,train
2016596,2891294,2008794,206389,28216,1224,0,2,2016596,True,train
2017482,436357,2854170,204455,28211,1224,0,2,2017482,True,train
2020,2019,2012,85012,1760,201174,0,2,2020,True,train
2021234,2233801,1775411,135614,1236,1224,0,2,2021234,True,train
2024580,673534,28056,85008,1760,201174,0,2,2024580,True,id_novel_genus
2026,2023,186824,1385,91061,1239,0,2,2026,True,train
2026624,1234545,41297,204457,28211,1224,0,2,2026624,True,train
2026885,2250122,0,0,0,67810,0,2,2026885,True,train
2027857,527198,49546,200644,117743,976,0,2,2027857,True,ood_novel_family
2028345,305976,506,80840,28216,1224,0,2,2028345,True,train
2029849,1649466,2800061,2800059,28211,1224,0,2,2029849,True,train
2035,2034,85023,85006,1760,201174,0,2,2035,True,train
2036206,2689587,186827,186826,91061,1239,0,2,2036206,True,ood_novel_family
2038343,1434010,2805416,2805415,1760,201174,0,2,2038343,True,train
2039,2038,2805591,85006,1760,201174,0,2,2039,True,ood_novel_family
2043170,2813804,2066491,2066490,28211,1224,0,2,2043170,True,train
2045,2044,85015,85009,1760,201174,0,2,2045,True,train
204525,2870717,433,204441,28211,1224,0,2,204525,True,train
2047,32207,1268,85006,1760,201174,0,2,2047,True,train
2047767,1522431,188711,188710,67799,200940,0,2,2047767,True,train
2047966,2802288,84642,135624,1236,1224,0,2,2047966,True,train
2049305,2049301,49546,200644,117743,976,0,2,2049305,True,ood_novel_family
2051,2050,2049,2037,1760,201174,0,2,2051,True,train
2051959,388463,204434,204433,204432,57723,0,2,2051959,True,train
2054,2053,85026,85007,1760,201174,0,2,2054,True,train
2057,2056,85002,85001,189775,3027942,0,2,2057,True,train
2058135,336276,49546,200644,117743,976,0,2,2058135,True,ood_novel_family
2058175,2058174,49546,200644,117743,976,0,2,2058175,True,ood_novel_family
2058657,370735,1268,85006,1760,201174,0,2,2058657,True,train
2061,2060,85028,85007,1760,201174,0,2,2061,True,train
206403,265570,2771472,213849,3031852,29547,0,2,206403,True,train
206506,257820,506,80840,28216,1224,0,2,206506,True,train
2066,2063,2062,85011,1760,201174,0,2,2066,True,train
2066483,2953757,2953756,2497644,2497643,0,0,2,2066483,True,train
2067065,2593687,481,206351,28216,1224,0,2,2067065,True,train
2067960,2891323,2008794,206389,28216,1224,0,2,2067960,True,id_novel_genus
2068655,2888809,186803,186802,186801,1239,0,2,2068655,True,train
2069432,393005,49546,200644,117743,976,0,2,2069432,True,ood_novel_family
2070537,1079922,433,204441,28211,1224,0,2,2070537,True,train
2072590,1522432,75682,80840,28216,1224,0,2,2072590,True,id_novel_genus
207949,599651,135620,135619,1236,1224,0,2,207949,True,train
2079791,235888,85023,85006,1760,201174,0,2,2079791,True,train
2079792,76634,85023,85006,1760,201174,0,2,2079792,True,id_novel_genus
208199,2893058,186817,1385,91061,1239,0,2,208199,True,train
208216,208215,255474,255473,28211,1224,0,2,208216,True,train
208226,114627,31979,186802,186801,1239,0,2,208226,True,train
208479,2719313,186803,186802,186801,1239,0,2,208479,True,train
2086584,2717089,0,186802,186801,1239,0,2,2086584,True,train
2086585,3047433,3047432,186802,186801,1239,0,2,2086585,True,train
2093824,2093823,2093822,2093819,2093818,95818,0,2,2093824,True,train
2093856,574697,1853231,171549,200643,976,0,2,2093856,True,train
2093857,2591381,216572,186802,186801,1239,0,2,2093857,True,train
2094025,2831916,49546,200644,117743,976,0,2,2094025,True,ood_novel_family
2095,2093,2092,2085,31969,544448,0,2,2095,True,ood_novel_family
2097,2995234,2895623,2790996,0,544448,0,2,2097,True,train
2099786,2685905,186817,1385,91061,1239,0,2,2099786,True,train
2108365,2778400,1643949,1643947,188708,200918,0,2,2108365,True,train
2108523,2172004,216572,186802,186801,1239,0,2,2108523,True,id_novel_genus
2109913,1649468,80864,80840,28216,1224,0,2,2109913,True,train
2109914,219181,80864,80840,28216,1224,0,2,2109914,True,train
2109915,352450,80864,80840,28216,1224,0,2,2109915,True,train
211114,1137960,2070,85010,1760,201174,0,2,211114,True,train
2115,2767358,2092,2085,31969,544448,0,2,2115,True,ood_novel_family
2115978,2115980,775,766,28211,1224,0,2,2115978,True,train
2116657,2678886,80864,80840,28216,1224,0,2,2116657,True,train
2118,2923352,2092,2085,31969,544448,0,2,2118,True,ood_novel_family
2126321,1964366,1903411,91347,1236,1224,0,2,2126321,True,train
2126346,2995704,2062,85011,1760,201174,0,2,2126346,True,train
2133944,2884814,171552,171549,200643,976,0,2,2133944,True,train
214851,292632,216572,186802,186801,1239,0,2,214851,True,train
214888,2919614,0,186328,31969,544448,0,2,214888,True,train
2151,46239,33925,186328,31969,544448,0,2,2151,True,train
215591,2951106,2951104,136,203692,203691,0,2,215591,True,train
215813,309512,2854170,204455,28211,1224,0,2,215813,True,train
2161677,288021,1331809,362534,28211,1224,0,2,2161677,True,train
